,ID,Path,Captions
74,100197432.jpg,/content/tmp/images/100197432.jpg,<start> Women are standing outside <end>
75,100207720.jpg,/content/tmp/images/100207720.jpg,<start> A young woman with dark hair and wearing glasses is putting white powder on a cake using a sifter  <end>
76,100207720.jpg,/content/tmp/images/100207720.jpg,<start> A lady in a black top with glasses is sprinkling powdered sugar on a bundt cake  <end>
77,100207720.jpg,/content/tmp/images/100207720.jpg,<start> A woman wearing glasses sprinkles powdered sugar onto her bundt cake  <end>
78,100207720.jpg,/content/tmp/images/100207720.jpg,<start> Girl in black jacket sifting powdered sugar over a chocolate cake  <end>
79,100207720.jpg,/content/tmp/images/100207720.jpg,<start> A standing woman holds a pan over a cake  <end>
80,1002674143.jpg,/content/tmp/images/1002674143.jpg,<start> A small girl in the grass plays with fingerpaints in front of a white canvas with a rainbow on it  <end>
81,1002674143.jpg,/content/tmp/images/1002674143.jpg,<start> A little girl covered in paint sits in front of a painted rainbow with her hands in a bowl  <end>
82,1002674143.jpg,/content/tmp/images/1002674143.jpg,<start> There is a girl with pigtails sitting in front of a rainbow painting  <end>
83,1002674143.jpg,/content/tmp/images/1002674143.jpg,<start> A little girl is sitting in front of a large painted rainbow  <end>
84,1002674143.jpg,/content/tmp/images/1002674143.jpg,<start> Young girl with pigtails painting outside in the grass  <end>
85,1003163366.jpg,/content/tmp/images/1003163366.jpg,<start> a man sleeping on a bench outside with a white and black dog sitting next to him  <end>
86,1003163366.jpg,/content/tmp/images/1003163366.jpg,<start> A man lays on the bench to which a white dog is also tied  <end>
87,1003163366.jpg,/content/tmp/images/1003163366.jpg,<start> man laying on bench holding leash of dog sitting on ground <end>
88,1003163366.jpg,/content/tmp/images/1003163366.jpg,<start> A shirtless man lies on a park bench with his dog  <end>
89,1003163366.jpg,/content/tmp/images/1003163366.jpg,<start> A man lays on a bench while his dog sits by him  <end>
90,1003420127.jpg,/content/tmp/images/1003420127.jpg,"<start> A group of adults , inside a home , sitting on chairs arranged in a circle , playing a type of musical instruments  <end>"
91,1003420127.jpg,/content/tmp/images/1003420127.jpg,"<start> Five musicians , a man and four women , practicing sheet music (using flutes ) in a living room  <end>"
92,1003420127.jpg,/content/tmp/images/1003420127.jpg,"<start> People gathered in a circle , some holding musical instruments  <end>"
93,1003420127.jpg,/content/tmp/images/1003420127.jpg,<start> People gathered in a room to talk about their favorite tunes  <end>
94,1003420127.jpg,/content/tmp/images/1003420127.jpg,<start> Five people are sitting in a circle with instruments  <end>
95,1003428081.jpg,/content/tmp/images/1003428081.jpg,"<start> Two women , both wearing glasses , are playing clarinets and an elderly woman is playing a stringed instrument  <end>"
96,1003428081.jpg,/content/tmp/images/1003428081.jpg,<start> At least four instrumentalists play clarinets and other instruments in a curtained room  <end>
97,1003428081.jpg,/content/tmp/images/1003428081.jpg,"<start> Four women in a living room , three of which are clearly playing a musical instrument  <end>"
98,1003428081.jpg,/content/tmp/images/1003428081.jpg,<start> A bunch of elderly women play their clarinets together as they read off sheet music  <end>
99,1003428081.jpg,/content/tmp/images/1003428081.jpg,"<start> A group of four women , are performing music on their instruments  <end>"
100,100444898.jpg,/content/tmp/images/100444898.jpg,<start> A person in gray stands alone on a structure outdoors in the dark  <end>
101,100444898.jpg,/content/tmp/images/100444898.jpg,<start> A large structure has broken and is laying in a roadway  <end>
102,100444898.jpg,/content/tmp/images/100444898.jpg,<start> A man in a gray coat is standing on a washed out bridge  <end>
103,100444898.jpg,/content/tmp/images/100444898.jpg,<start> A man stands on wooden supports and surveys damage  <end>
104,100444898.jpg,/content/tmp/images/100444898.jpg,<start> A man in a jacket and jeans standing on a bridge  <end>
105,1005216151.jpg,/content/tmp/images/1005216151.jpg,<start> A man in a white t-shirt looks toward the camera surrounded by a crowd near a metro station  <end>
106,1005216151.jpg,/content/tmp/images/1005216151.jpg,<start> A large crowd of people stand outside in front of the entrance to a Metro station  <end>
107,1005216151.jpg,/content/tmp/images/1005216151.jpg,<start> A group of people are walking through a city street  <end>
108,1005216151.jpg,/content/tmp/images/1005216151.jpg,<start> A crowd is portrayed near a metro station  <end>
109,1005216151.jpg,/content/tmp/images/1005216151.jpg,<start> Crowd standing outside a metro area  <end>
110,100577935.jpg,/content/tmp/images/100577935.jpg,<start> A man with a goatee in a black shirt and white latex gloves is using a tattoo gun to place a tattoo on someone 's back  <end>
111,100577935.jpg,/content/tmp/images/100577935.jpg,<start> A man is putting a tattoo on a another 's man upper back  <end>
112,100577935.jpg,/content/tmp/images/100577935.jpg,<start> A man with a black shirt giving another man a tattoo  <end>
113,100577935.jpg,/content/tmp/images/100577935.jpg,<start> A man is putting tattoo on his back  <end>
114,100577935.jpg,/content/tmp/images/100577935.jpg,<start> A man getting a tattoo on his back  <end>
115,1006452823.jpg,/content/tmp/images/1006452823.jpg,"<start> two children , a girl and a boy are practicing their writing  <end>"
116,1006452823.jpg,/content/tmp/images/1006452823.jpg,<start> Two children sit on a small seesaw in the sand  <end>
117,1006452823.jpg,/content/tmp/images/1006452823.jpg,<start> Two children sitting on a teeter totter  <end>
118,1006452823.jpg,/content/tmp/images/1006452823.jpg,<start> 2 kids playing on a seesaw <end>
119,1006452823.jpg,/content/tmp/images/1006452823.jpg,<start> Two kids sit on a seesaw  <end>
120,100652400.jpg,/content/tmp/images/100652400.jpg,<start> A man in a blue hard hat and orange safety vest stands in an intersection while holding a flag  <end>
121,100652400.jpg,/content/tmp/images/100652400.jpg,<start> A man wearing a hard hat and a caution vest is standing in the street waving an orange flag  <end>
122,100652400.jpg,/content/tmp/images/100652400.jpg,<start> A man in bright vest and hard hat holds a flag on a street corner covered in spray paint <end>
123,100652400.jpg,/content/tmp/images/100652400.jpg,<start> A construction worker is standing in the street and holding a red flag  <end>
124,100652400.jpg,/content/tmp/images/100652400.jpg,<start> A man wearing a reflective vest and a hard hat holds a flag in the road <end>
125,100716317.jpg,/content/tmp/images/100716317.jpg,<start> A person with long gray hair has a beret with beige and white wearing a blue raincoat is painting a marketplace scenery surrounded by other artists and paintings  <end>
126,100716317.jpg,/content/tmp/images/100716317.jpg,"<start> A person dressed in a blue coat is standing in on a busy sidewalk , studying painting of a street scene  <end>"
127,100716317.jpg,/content/tmp/images/100716317.jpg,<start> A person with gray hair is painting in a public place surrounded by others who are also painting  <end>
128,100716317.jpg,/content/tmp/images/100716317.jpg,<start> Lady in blue coat with white and brown hat standing in front of a painting  <end>
129,100716317.jpg,/content/tmp/images/100716317.jpg,<start> Passerby admiring painting at an outdoor art fair  <end>
130,1007205537.jpg,/content/tmp/images/1007205537.jpg,<start> A man stands on one foot while holding on to a waste basket  <end>
131,1007205537.jpg,/content/tmp/images/1007205537.jpg,<start> A man in green pants and blue shirt pushing a cart  <end>
132,1007205537.jpg,/content/tmp/images/1007205537.jpg,<start> Janitor pushing dolly outside with janitor tools  <end>
133,1007205537.jpg,/content/tmp/images/1007205537.jpg,<start> A man in green pants walking down the road  <end>
134,1007205537.jpg,/content/tmp/images/1007205537.jpg,<start> A man in bright pants is pushing a cart  <end>
135,1007320043.jpg,/content/tmp/images/1007320043.jpg,<start> A small child grips onto the red ropes at the playground  <end>
136,1007320043.jpg,/content/tmp/images/1007320043.jpg,<start> A little girl in pink climbs a rope bridge at the park  <end>
137,1007320043.jpg,/content/tmp/images/1007320043.jpg,<start> The small child climbs on a red ropes on a playground  <end>
138,1007320043.jpg,/content/tmp/images/1007320043.jpg,<start> A little girl climbing on red roping  <end>
139,1007320043.jpg,/content/tmp/images/1007320043.jpg,<start> A child playing on a rope net  <end>
140,100759042.jpg,/content/tmp/images/100759042.jpg,<start> Young man in jacket holding a toothpick with something on the end of it <end>
141,100759042.jpg,/content/tmp/images/100759042.jpg,<start> A young man traveling on bus with a piece of flower in his hands  <end>
142,100759042.jpg,/content/tmp/images/100759042.jpg,<start> A teen holding an unknown object for photographers  <end>
143,100759042.jpg,/content/tmp/images/100759042.jpg,<start> A young man on a train holds an origami crane  <end>
144,100759042.jpg,/content/tmp/images/100759042.jpg,<start> You know i am looking like Justin Bieber  <end>
145,10082347.jpg,/content/tmp/images/10082347.jpg,<start> Young blond man in a blue and yellow jacket smiling while standing in front of a net  <end>
146,10082347.jpg,/content/tmp/images/10082347.jpg,<start> A young man in a black and yellow jacket is gazing at something and smiling  <end>
147,10082347.jpg,/content/tmp/images/10082347.jpg,<start> A young man holding a pole vault looks determined  <end>
148,10082347.jpg,/content/tmp/images/10082347.jpg,<start> A man is holding a pole and smiling  <end>
149,10082347.jpg,/content/tmp/images/10082347.jpg,<start> A smiling man looking at the sky  <end>
150,10082348.jpg,/content/tmp/images/10082348.jpg,<start> A man with a baseball cap and black jacket stands in a bathroom while holding a coffee mug  <end>
151,10082348.jpg,/content/tmp/images/10082348.jpg,<start> A man is wearing a ball cap and holding a coffee cup between to urinals  <end>
152,10082348.jpg,/content/tmp/images/10082348.jpg,<start> a man is posing next to a urinal with a cup of coffee  <end>
153,10082348.jpg,/content/tmp/images/10082348.jpg,<start> A man holds a coffee cup while in the bathroom  <end>
154,10082348.jpg,/content/tmp/images/10082348.jpg,<start> A man standing at a urinal with a coffee cup  <end>
155,100845130.jpg,/content/tmp/images/100845130.jpg,<start> Five people walking with a multicolored sky in the background  <end>
156,100845130.jpg,/content/tmp/images/100845130.jpg,<start> Four people walking through the sunset in clear blue skies  <end>
157,100845130.jpg,/content/tmp/images/100845130.jpg,<start> Four people walking with the sun setting behind them  <end>
158,100845130.jpg,/content/tmp/images/100845130.jpg,<start> Four silhouettes decorate the horizon 's sunset  <end>
159,100845130.jpg,/content/tmp/images/100845130.jpg,<start> A group of people walking as the sun sets  <end>
160,10090841.jpg,/content/tmp/images/10090841.jpg,<start> A man with black hair sits in a restaurant with a glass of beer  <end>
161,10090841.jpg,/content/tmp/images/10090841.jpg,<start> A man is sitting at a table with a drink  <end>
162,10090841.jpg,/content/tmp/images/10090841.jpg,<start> A man is sitting at a table with a beer  <end>
163,10090841.jpg,/content/tmp/images/10090841.jpg,<start> A dark-haired man sitting drinking  <end>
164,10090841.jpg,/content/tmp/images/10090841.jpg,<start> A old man having a beer alone  <end>
165,1009692167.jpg,/content/tmp/images/1009692167.jpg,<start> An officer in a reflective vest stands at the front of his van with his dog  <end>
166,1009692167.jpg,/content/tmp/images/1009692167.jpg,<start> A trained police dog sits next to his handler in front of the police van  <end>
167,1009692167.jpg,/content/tmp/images/1009692167.jpg,<start> A security man with his watch dog is looking for something  <end>
168,1009692167.jpg,/content/tmp/images/1009692167.jpg,<start> A policeman is standing with a German Shepherd dog  <end>
169,1009692167.jpg,/content/tmp/images/1009692167.jpg,<start> A policeman stops on a street with a search dog  <end>
170,101001624.jpg,/content/tmp/images/101001624.jpg,"<start> ""The """" white out """" conditions of snow on the ground seem to almost obliverate the details of a man dressed for the cold weather in a heavy jacket and red hat riding a bicycle in a suburban neighborhood ."" <end>"
171,101001624.jpg,/content/tmp/images/101001624.jpg,<start> A young boy rides a bike down a snow covered road  <end>
172,101001624.jpg,/content/tmp/images/101001624.jpg,<start> A boy in the snow riding his bike down the street  <end>
173,101001624.jpg,/content/tmp/images/101001624.jpg,<start> A person riding a bike on a snowy road  <end>
174,101001624.jpg,/content/tmp/images/101001624.jpg,<start> A person riding a bike in snow  <end>
175,1010031975.jpg,/content/tmp/images/1010031975.jpg,"<start> Five men , uniformly dressed in white shirts , tie and black slacks converse at the back of an open van  <end>"
176,1010031975.jpg,/content/tmp/images/1010031975.jpg,<start> small group of 5 white males in white suits hanging out by the back of a van in a parking lot talking  <end>
177,1010031975.jpg,/content/tmp/images/1010031975.jpg,<start> Five men in white short-sleeved shirts and ties stand in a parking lot  <end>
178,1010031975.jpg,/content/tmp/images/1010031975.jpg,<start> A group of men wearing ties talk while standing on the street  <end>
179,1010031975.jpg,/content/tmp/images/1010031975.jpg,<start> Colleges stop to take a break from there business meetings  <end>
180,1010087179.jpg,/content/tmp/images/1010087179.jpg,<start> A tan man with a backwards hat looks at the camera while walking through a factory  <end>
181,1010087179.jpg,/content/tmp/images/1010087179.jpg,<start> Older man working in a factory not looking too excited about the photograph  <end>
182,1010087179.jpg,/content/tmp/images/1010087179.jpg,<start> A man in a white shirt and black camp among many machines  <end>
183,1010087179.jpg,/content/tmp/images/1010087179.jpg,<start> A man with a backwards hat works on machinery  <end>
184,1010087179.jpg,/content/tmp/images/1010087179.jpg,<start> A man wearing a backwards cap at work  <end>
185,1010087623.jpg,/content/tmp/images/1010087623.jpg,<start> A caucasian man wearing a short-sleeved black shirt and a dark-skinned woman wearing a sleeveless dress are working at a conveyor  <end>
186,1010087623.jpg,/content/tmp/images/1010087623.jpg,<start> A black woman and a white man working in a factory setting packing jars with candles into boxes  <end>
187,1010087623.jpg,/content/tmp/images/1010087623.jpg,<start> A woman is sorting white tall candles as a man in a green shirt stands behind her  <end>
188,1010087623.jpg,/content/tmp/images/1010087623.jpg,<start> A warehouse manager assisting an employee  <end>
189,1010087623.jpg,/content/tmp/images/1010087623.jpg,<start> Two people working on an assembly line  <end>
190,10101477.jpg,/content/tmp/images/10101477.jpg,"<start> Man wearing a blue and white outfit , holding a broom , with a traditional Asian architecture in the background  <end>"
191,10101477.jpg,/content/tmp/images/10101477.jpg,<start> A Asian man wearing a white top and baby blue bottoms is using a broom to remove the dirt of the pavement  <end>
192,10101477.jpg,/content/tmp/images/10101477.jpg,<start> A man in a white and blue kimono is using a broom to sweep pavement  <end>
193,10101477.jpg,/content/tmp/images/10101477.jpg,<start> Man sweeping the street outside  <end>
194,10101477.jpg,/content/tmp/images/10101477.jpg,<start> Asian man sweeping the walkway  <end>
195,1010470346.jpg,/content/tmp/images/1010470346.jpg,<start> two men in florescent vests are standing next to parked cars in front of a small building while one of them converses with a driver and a woman on a bike is seen riding by <end>
196,1010470346.jpg,/content/tmp/images/1010470346.jpg,"<start> A man leans into a car to talk to the driver , as a man on a bicycle looks on  <end>"
197,1010470346.jpg,/content/tmp/images/1010470346.jpg,<start> A man on a bicycle watching a row of cars waiting to go through a checkpoint  <end>
198,1010470346.jpg,/content/tmp/images/1010470346.jpg,<start> A park ranger talking to a tourist  <end>
199,1010470346.jpg,/content/tmp/images/1010470346.jpg,<start> Two cars are parked outside  <end>
200,1010673430.jpg,/content/tmp/images/1010673430.jpg,<start> A little girl in a pink shirt and a little girl in an orange shirt sitting in the grass  <end>
201,1010673430.jpg,/content/tmp/images/1010673430.jpg,<start> Two young children eating a snack and playing in the grass  <end>
202,1010673430.jpg,/content/tmp/images/1010673430.jpg,<start> Two young toddlers outside on the grass  <end>
203,1010673430.jpg,/content/tmp/images/1010673430.jpg,<start> Two infants are at play in the yard  <end>
204,1010673430.jpg,/content/tmp/images/1010673430.jpg,<start> 2 female babies eating chips  <end>
205,101093029.jpg,/content/tmp/images/101093029.jpg,<start> A person in tan pants is inside a silver mobile object while people watch  <end>
206,101093029.jpg,/content/tmp/images/101093029.jpg,<start> People are watching a person in a weird vehicle in a plaza  <end>
207,101093029.jpg,/content/tmp/images/101093029.jpg,<start> A man in a blue shirt driving a Segway type vehicle  <end>
208,101093029.jpg,/content/tmp/images/101093029.jpg,<start> a showing of product to advertise <end>
209,101093029.jpg,/content/tmp/images/101093029.jpg,<start> A crowd admiring modern art ? <end>
210,101093045.jpg,/content/tmp/images/101093045.jpg,"<start> A man in black approaches a strange silver object containing a person , while many onlookers observe from behind a roped off barrier  <end>"
211,101093045.jpg,/content/tmp/images/101093045.jpg,<start> A person drives around a futuristic looking vehicle while a man approaches her and a crowd watches  <end>
212,101093045.jpg,/content/tmp/images/101093045.jpg,<start> A person riding in a futuristic single-person vehicle  <end>
213,101093045.jpg,/content/tmp/images/101093045.jpg,<start> man walking up to silver 4-wheeled chair <end>
214,101093045.jpg,/content/tmp/images/101093045.jpg,<start> A man walks by a silver vehicle  <end>
215,1011572216.jpg,/content/tmp/images/1011572216.jpg,<start> bride and groom walking side by side out of focus on pathway next to brick building  <end>
216,1011572216.jpg,/content/tmp/images/1011572216.jpg,<start> A beautiful bride walking on a sidewalk with her new husband  <end>
217,1011572216.jpg,/content/tmp/images/1011572216.jpg,<start> A recently married couple pose for the camera  <end>
218,1011572216.jpg,/content/tmp/images/1011572216.jpg,<start> A groom and bride are standing arm in arm  <end>
219,1011572216.jpg,/content/tmp/images/1011572216.jpg,<start> A couple getting married  <end>
220,1012150929.jpg,/content/tmp/images/1012150929.jpg,<start> A little boy plays with a Nintendo GameCube controller inside a McDonald 's  <end>
221,1012150929.jpg,/content/tmp/images/1012150929.jpg,<start> A young boy plays a video game in a McDonald 's restaurant  <end>
222,1012150929.jpg,/content/tmp/images/1012150929.jpg,<start> A young boy plays with a GameCube kiosk at McDonald 's  <end>
223,1012150929.jpg,/content/tmp/images/1012150929.jpg,<start> A little boy playing GameCube at a McDonald 's  <end>
224,1012150929.jpg,/content/tmp/images/1012150929.jpg,<start> A little kid playing GameCube at McDonald 's  <end>
225,1012212859.jpg,/content/tmp/images/1012212859.jpg,<start> White dog with brown ears standing near water with head turned to one side  <end>
226,1012212859.jpg,/content/tmp/images/1012212859.jpg,"<start> Dog with orange ball at feet , stands on shore shaking off water <end>"
227,1012212859.jpg,/content/tmp/images/1012212859.jpg,<start> A white dog shakes on the edge of a beach with an orange ball  <end>
228,1012212859.jpg,/content/tmp/images/1012212859.jpg,<start> White dog playing with a red ball on the shore near the water  <end>
229,1012212859.jpg,/content/tmp/images/1012212859.jpg,"<start> A dog shakes its head near the shore , a red ball next to it  <end>"
230,1012328893.jpg,/content/tmp/images/1012328893.jpg,<start> A group of people picnicking at picnic tables in front of a playground  <end>
231,1012328893.jpg,/content/tmp/images/1012328893.jpg,<start> A group of people enjoying a beautiful day in the park  <end>
232,1012328893.jpg,/content/tmp/images/1012328893.jpg,<start> A group of people are having a picnic at the park  <end>
233,1012328893.jpg,/content/tmp/images/1012328893.jpg,<start> The reunion is in full swing with a moon bounce  <end>
234,1012328893.jpg,/content/tmp/images/1012328893.jpg,<start> A group of people having a barbecue at a park  <end>
235,101262930.jpg,/content/tmp/images/101262930.jpg,"<start> Two asian or spanish people , a woman and a man , sitting together in front of a glass window as cars pass  <end>"
236,101262930.jpg,/content/tmp/images/101262930.jpg,<start> A man in sunglasses puts his arm around a woman in a black and white blouse  <end>
237,101262930.jpg,/content/tmp/images/101262930.jpg,<start> A man in sunglasses puts his arm around a woman  <end>
238,101262930.jpg,/content/tmp/images/101262930.jpg,<start> A man and woman pose in front of some traffic  <end>
239,101262930.jpg,/content/tmp/images/101262930.jpg,<start> An Asian couple sitting on the bench  <end>
240,1013536888.jpg,/content/tmp/images/1013536888.jpg,"<start> Women are seated at a picnic table eating , while a man in a white t-shirt and a yellow and orange balloon design on his head stands in the background  <end>"
241,1013536888.jpg,/content/tmp/images/1013536888.jpg,<start> An elderly woman is eating a burger while the man next to her touching his hat  <end>
242,1013536888.jpg,/content/tmp/images/1013536888.jpg,<start> A man with a balloon hat and people eating outdoors at picnic tables  <end>
243,1013536888.jpg,/content/tmp/images/1013536888.jpg,<start> Two older women sit at a table with two coolers in front of them  <end>
244,1013536888.jpg,/content/tmp/images/1013536888.jpg,<start> A gray-haired person with glasses enjoys a sandwich  <end>
245,101362650.jpg,/content/tmp/images/101362650.jpg,<start> Two people are demonstrating martial arts to a crowd and jumping over three youngsters who are crouched on the mat  <end>
246,101362650.jpg,/content/tmp/images/101362650.jpg,<start> A boy jump kicking over three kids kicking wood during a tae kwon do competition  <end>
247,101362650.jpg,/content/tmp/images/101362650.jpg,<start> A boy jumps over three other students in a martial arts demonstration  <end>
248,101362650.jpg,/content/tmp/images/101362650.jpg,<start> A crowd is watching a group of five martial artists perform  <end>
